activity_id,assay_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,published_value,published_units,published_relation,pchembl_value,activity_comment,data_validity_comment,confidence_score,ligand_efficiency,document_chembl_id,record_id,target_chembl_id,smiles
5308713,CHEMBL1692699,CHEMBL308954,IC50,5100.0,nM,=,,,,5.29,,,,"{'bei': '12.16', 'le': '0.26', 'lle': '0.57', 'sei': '4.39'}",CHEMBL1687850,1338566,CHEMBL5918,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
18130150,CHEMBL4028923,CHEMBL1370,IC50,54500.0,nM,=,,,,4.26,,,,,CHEMBL4028801,3006318,CHEMBL5918,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
18130170,CHEMBL4028923,CHEMBL1272,IC50,16700.0,nM,=,,,,4.78,,,,,CHEMBL4028801,3006338,CHEMBL5918,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
18130171,CHEMBL4028923,CHEMBL393220,IC50,14200.0,nM,=,,,,4.85,,,,,CHEMBL4028801,3006339,CHEMBL5918,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
18130175,CHEMBL4028923,CHEMBL2220442,IC50,57000.0,nM,=,,,,4.24,,,,,CHEMBL4028801,3006343,CHEMBL5918,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
18130180,CHEMBL4028923,CHEMBL1017,IC50,60000.0,nM,=,,,,4.22,,,,,CHEMBL4028801,3006348,CHEMBL5918,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
18130186,CHEMBL4028923,CHEMBL1096885,IC50,76300.0,nM,=,,,,4.12,,,,,CHEMBL4028801,3006354,CHEMBL5918,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
18130189,CHEMBL4028923,CHEMBL1292,IC50,21000.0,nM,=,,,,4.68,,,,,CHEMBL4028801,3006357,CHEMBL5918,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
18130190,CHEMBL4028923,CHEMBL1481,IC50,6390.0,nM,=,,,,5.19,,,,,CHEMBL4028801,3006358,CHEMBL5918,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
18130192,CHEMBL4028923,CHEMBL1908360,IC50,84000.0,nM,=,,,,4.08,,,,,CHEMBL4028801,3006360,CHEMBL5918,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
18130197,CHEMBL4028923,CHEMBL472,IC50,33000.0,nM,=,,,,4.48,,,,,CHEMBL4028801,3006365,CHEMBL5918,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
18130199,CHEMBL4028923,CHEMBL56337,IC50,45800.0,nM,=,,,,4.34,,,,,CHEMBL4028801,3006367,CHEMBL5918,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1
18130203,CHEMBL4028923,CHEMBL6,IC50,66000.0,nM,=,,,,4.18,,,,,CHEMBL4028801,3006371,CHEMBL5918,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
18130206,CHEMBL4028923,CHEMBL1201182,IC50,71900.0,nM,=,,,,4.14,,,,,CHEMBL4028801,3006374,CHEMBL5918,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
18130208,CHEMBL4028923,CHEMBL953,IC50,35100.0,nM,=,,,,4.46,,,,,CHEMBL4028801,3006376,CHEMBL5918,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
18130209,CHEMBL4028923,CHEMBL383634,IC50,23850.0,nM,=,,,,4.62,,,,,CHEMBL4028801,3006377,CHEMBL5918,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
18130214,CHEMBL4028923,CHEMBL957,IC50,42000.0,nM,=,,,,4.38,,,,,CHEMBL4028801,3006382,CHEMBL5918,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
